name,tags,def,alias,source,last_updated
Partner Revenue Measurement (PRM) — AWS,aws; cosell; funding,An AWS Partner Network capability that measures and quantifies the revenue impact an ISV's product has on AWS service consumption — across both partner-managed and customer-managed accounts. Launched in January 2026. Partners implement PRM via resource tagging to demonstrate their AWS contribution; unlock APN funding benefits; and gain consumption insights. Minimum compliance requires three things: a public or limited AWS Marketplace listing; a primary AWS account linked to Partner Central; and at least one eligible resource tagged with the partner's product code — AWS Cost Explorer must also be enabled on any account where resources are tagged; since PRM uses it to track consumption. Compliance deadline is July 31; 2026 (May 31; 2026 for AI Competency holders); PRM becomes the required foundation for co-sell funding eligibility starting January 2027. Supported in all Commercial AWS Regions only — European Sovereign Cloud and US GovCloud / Amazon Dedicated Cloud are not supported; though GovCloud-only partners may be eligible for an exception via their AWS partner team.,Related: APN ID Tag (aws-apn-id); PRM Resource Tagging; Revenue Attribution — AWS; AWS Partner Network (APN) — AWS,https://aws.amazon.com/partners/aws-marketplace/,2026-08-03
APN ID Tag (aws-apn-id) — AWS,aws,The AWS resource tag key used for Partner Revenue Measurement. Partners tag their AWS resources with key `aws-apn-id` and value `pc:<product-code>` (e.g. `pc:5ugbbrmu7ud3u5hsipfzug61p`) to attribute AWS service consumption to their marketplace product. Revenue attribution continues until the tag is removed or the resource is terminated. PRM measures production workloads specifically — dev/test/staging environments can be used to validate the tagging implementation before rolling out to production. A resource can only carry one `aws-apn-id` tag; so multi-partner scenarios require the User Agent String method instead of resource tagging. For IaC-managed resources (CloudFormation; Terraform; CDK); tags should be applied through the IaC tool itself — tagging via the console or CLI directly triggers drift detection on the next IaC run.,Related: Partner Revenue Measurement (PRM) — AWS; PRM Resource Tagging — AWS; Product Code — AWS,https://docs.aws.amazon.com/PRM/latest/aws-prm-onboarding-guide/manual-tagging.html,2026-08-03
PRM Resource Tagging — AWS,aws,The core implementation mechanism for AWS Partner Revenue Measurement. Partners tag billable AWS resources (EC2; S3; RDS; etc.) in their own or the customer's account with their Marketplace product code; using any of six supported methods — AWS Management Console; AWS Tag Editor (bulk manual); AWS CLI; CloudFormation; CDK; or Terraform. Only resources consuming chargeable AWS services generate revenue attribution — tagging free services like IAM has no effect; and some sub-features of otherwise-supported services are excluded (e.g. Fargate under EKS; S3 Requests costs). For multi-tenant SaaS; a single product code tags all resources representing the whole solution — tagging is not done per-tenant. A resource holds only one `aws-apn-id` tag at a time; so multi-partner deployments need the User Agent String method instead; resources under IaC management should be tagged through the IaC tool to avoid drift detection.,Related: APN ID Tag (aws-apn-id) — AWS; Partner Revenue Measurement (PRM) — AWS; PRM Architecture Patterns — AWS,https://docs.aws.amazon.com/PRM/latest/aws-prm-onboarding-guide/manual-tagging.html,2026-07-14
PRM Architecture Patterns — AWS,aws,The three deployment models supported by AWS Partner Revenue Measurement: Partner Account (all components in the partner's AWS account — full control over tagging; no customer-side dependency); Customer Account (fully deployed in the customer's account — requires either provisioning-time tagging via CloudFormation or guiding the customer through tagging themselves); and Hybrid (components split across both — the most common pattern for complex SaaS platforms; requiring coordinated tagging across environments). Determines where tagging must be applied.,Related: PRM Resource Tagging — AWS; Partner Revenue Measurement (PRM) — AWS,https://aws.amazon.com/partners/aws-marketplace/,2026-07-14
Revenue Attribution — AWS,aws,The process by which AWS associates a customer's consumption of AWS services with a specific partner's product; using PRM resource tags. Attribution is maintained as long as the `aws-apn-id` tag remains on the resource — any user with account access; including the customer; can remove the tag and stop attribution. Attribution reflects actual billing cycles; so it appears in subsequent billing periods after tagging; AWS partner teams typically take 3–5 business days to validate a new tagging setup. Used by AWS to quantify partner impact and determine APN funding eligibility.,Related: PRM (Partner Revenue Measurement); APN ID Tag (aws-apn-id); Product Code — AWS,https://aws.amazon.com/partners/aws-marketplace/,2026-08-03
Subsidiary Account Connection — AWS,aws,An AWS Partner Central feature allowing partners with multiple AWS Marketplace accounts to link them all under a single primary account. Required for partners managing multiple marketplace storefronts who want unified PRM tracking and APN program management. Connected accounts can now share qualifications — specializations; certifications; and program enrollments — across the group; with a consolidated public profile and scorecard; and tier recalculation based on combined metrics.,Related: Partner Revenue Measurement (PRM) — AWS; AWS Partner Network (APN) — AWS,https://aws.amazon.com/about-aws/whats-new/2026/07/subsidiary-qualification-sharing/,2026-08-03
Partner Relationship Management (PRM) System,suger; general; cosell; aws; azure; gcp,A platform that helps companies recruit; onboard; enable; and manage partners; while supporting collaboration; deal tracking; and performance across the partner lifecycle. Suger extends traditional PRM by acting as the execution layer for cloud marketplace and co-sell workflows—automating CPPOs; syncing CRM deal data to AWS; Azure; and GCP; and enabling partners to transact and track deals in a unified system.,Related: Value Added Reseller (VAR); Global System Integrator (GSI); Learning Management System (LMS) — Suger; CRM Enrichment; Co-sell,https://doc.suger.io/get-started/,2026-05-14
Self-service Cancellations and Billing Adjustments (SCABA),suger; aws,An AWS Marketplace feature integrated into Suger that allows sellers to independently manage refunds and agreement terminations directly from their CRM or the Suger console — without needing to contact AWS support or the buyer. SCABA events are delivered via the AWS Marketplace EventBridge integration to the Proposer account (not the Manufacturer); key event types include Agreement Cancellation Request (with statuses: Pending Approval; Approved; Rejected; Cancelled; Validation Failed) and Purchase Agreement Billing Adjustment (Completed; Failed). Sellers must complete the SNS-to-EventBridge migration to receive SCABA events; as the legacy SNS-based notification path does not support these event types.,Related: Agreement — AWS; Refund; CRM Integration; Manufacturer / Proposer Roles — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/seller-initiated-cancellations.html,2026-06-16
AWS Secure Environment Accelerator (SEA) — AWS,aws; general,An open-source AWS tool designed to help organizations — initially the Government of Canada — deploy and operate secure; multi-account; multi-Region AWS environments. Uses a configuration file to automate compliant architecture deployment without code changes. Built to meet Canadian federal security standards including PBMM (Protected B; Medium Integrity; Medium Availability) and ITSG-33. Note: ASEA has been deprecated in favor of the Landing Zone Accelerator (LZA) as of Q3 2025.,Also called: ASEA | Successor: Landing Zone Accelerator (LZA) | Related: AWS Partner Network (APN); Public Sector,https://docs.aws.amazon.com/solutions/landing-zone-accelerator-on-aws/,2026-08-03
Landing Zone Accelerator (LZA) — AWS,aws; general,AWS's recommended replacement for the Secure Environment Accelerator (ASEA); now generally available. Automates the deployment of high-compliance; multi-account AWS environments. Includes Canadian CCCS Cloud Medium and Trusted Secure Enclave Sensitive Edition sample configurations that deliver similar outcomes to ASEA. Supports automated migration from ASEA.,Replaces: SEA / ASEA | Related: AWS Secure Environment Accelerator (SEA) — AWS,https://docs.aws.amazon.com/solutions/landing-zone-accelerator-on-aws/,2026-08-03
Foundational Technical Review (FTR) — AWS,aws; cosell,An AWS validation process that reviews an ISV's software product against AWS Well-Architected best practices across security; reliability; and operational excellence. Required prerequisite for ISV Accelerate; AWS Specialization; and co-sell eligibility. Valid for 3 years. Upon approval; partners earn a 'Reviewed by AWS' badge and listing in AWS Partner Solutions Finder. Can be waived with an AWS-led Well-Architected Framework Review completed within the past 12 months showing no high-risk issues. As of AWS Summit New York 2026; partners can also submit an existing SOC 2 Type II audit report and receive FTR approval or feedback within minutes rather than the previous multi-week review cycle; significantly accelerating the path to ISV Accelerate eligibility.,Related: ISV Accelerate — AWS; AWS Specialization; Well-Architected Framework Review (WAFR) — AWS; Partner Development Manager (PDM) — AWS,https://aws.amazon.com/partners/foundational-technical-review/,2026-08-24
